
Algorithm:	combinationOne
Structure:	(0,0,0-z1-4)(1,0,1-z3-4)
Date:		26/08/2022 17:11:48

(0,0,0-z1-yrbg)(1,0,1-z3-ybrg)
(0,0,0-z1-gbry)(1,0,1-z3-grby)
(0,0,0-z1-ybrg)(1,0,1-z3-yrbg)
(0,0,0-z1-grby)(1,0,1-z3-gbry)
(0,0,0-z1-gbry)(1,0,1-z3-brgy)
(0,0,0-z1-ygrb)(1,0,1-z3-yrbg)
(0,0,0-z1-gbry)(1,0,1-z3-bryg)
(0,0,0-z1-gyrb)(1,0,1-z3-yrbg)
(0,0,0-z1-gbry)(1,0,1-z3-gryb)
(0,0,0-z1-byrg)(1,0,1-z3-yrbg)
(0,0,0-z1-bgry)(1,0,1-z3-grby)
(0,0,0-z1-ybrg)(1,0,1-z3-yrgb)
(0,0,0-z1-yrgb)(1,0,1-z3-ygrb)
(0,0,0-z1-bgry)(1,0,1-z3-brgy)
(0,0,0-z1-ygrb)(1,0,1-z3-yrgb)
(0,0,0-z1-brgy)(1,0,1-z3-bgry)
(0,0,0-z1-bgry)(1,0,1-z3-bryg)
(0,0,0-z1-gyrb)(1,0,1-z3-yrgb)
(0,0,0-z1-bgry)(1,0,1-z3-gryb)
(0,0,0-z1-byrg)(1,0,1-z3-yrgb)
(0,0,0-z1-ybrg)(1,0,1-z3-brgy)
(0,0,0-z1-ygrb)(1,0,1-z3-grby)
(0,0,0-z1-ybrg)(1,0,1-z3-bryg)
(0,0,0-z1-gyrb)(1,0,1-z3-grby)
(0,0,0-z1-ybrg)(1,0,1-z3-gryb)
(0,0,0-z1-byrg)(1,0,1-z3-grby)
(0,0,0-z1-ygrb)(1,0,1-z3-bryg)
(0,0,0-z1-gyrb)(1,0,1-z3-brgy)
(0,0,0-z1-ygrb)(1,0,1-z3-gryb)
(0,0,0-z1-byrg)(1,0,1-z3-brgy)
(0,0,0-z1-bryg)(1,0,1-z3-byrg)
(0,0,0-z1-gyrb)(1,0,1-z3-gryb)
(0,0,0-z1-byrg)(1,0,1-z3-bryg)
(0,0,0-z1-gryb)(1,0,1-z3-gyrb)
